Word,Meaning
irritate,acaroj
irritated,irrituar
irritating,duke acaruar
is,është
islamic,mb. islamik
island,ishull
islander,banorë i ishullit
islanders,banorë të ishullit
islands,ishuj
isle,ishull
isles,ishuj
ism,metodë
isolate,izoloj
isolated,izoluar
isolating,duke izoluar
isolation,"izolatim, ndarje"
isosceles,izoshkallë
israel,Izrael
issue,çështje
issued,shpërndarë
issueless,pa fëmijë
issues,çështje
issuing,duke shpërndarë
it,"ai, ajo (objekte jo njerëzore)"
italian,italian
italians,italianët
italy,Italia
itch,kruajtje
itched,kruar
itches,"kruajtjet, kruan"
itching,duke kruajtur
item,"objekt, gjë, artikull"
itemized,i detajuar
items,"gjërat, objektet, titujt"
iterate,përsëris
iterated,përsëritur
iterates,përsëris
iterating,duke përsëritur
iteration,përsëritje
iterative,përsëris
itinerant,udhëtar
itinerary,"itinerar, plan udhëtimi"
its,të tij
itself,vetëveten
ivory,ngjyrë kremi
ivy,bimë kacavirëse
j,shkronjë e alfabetit anglez
jack,kriko
jackanapes,mëndjemadh
jacket,xhaketë
jacks,krikot
jade,lodh
jaded,lodhur
jades,lodh
jading,duke lodhur
jail,"burg, burgos"
jailed,burgosur
jam,"mpleksje, turmë"
jammed,mpleksur
jams,mpleksjet
jangled,"grindur, zënë"
jangling,"duke u grindur, duke u zënë"
january,janar
jar,"tund, shkund"
jargon,"dialekt, idiomë, shprehje"
jarring,"duke tundur, duke shkundur"
jars,"tund, shkund"
jaunt,udhëtim i shkurtër
jaunting,duke bërë udhëtim të shkurtër
jaw,"flas, bisedoj"
jealous,xheloz
jealousies,xhelozitë
jealousy,xhelozi
jeer,"qesharak, qeshje"
jeering,duke qeshur
jelly,reçel
jeopardized,rrezikuar
jeopardy,rrezik
jerked,hedhur
jerks,"leviz, hedh"
jerky,"nervoz, budalla"
jester,"budalla, shakaxhi"
jesters,"budallenj, shakaxhinj"
jet,aeroplan
jets,aeroplanët
jew,çifut
jewel,"xhevaire, gurë të çmuar"
jeweller,shitës gurësh me vlerë
jewels,xhevairet
jewess,çifute
jewish,çifut
jewry,çifutët
jews,çifutët
jiffy,"moment, kohë shumë e shkurtër"
jig,kërcej
jigging,duke kërcyer
jigs,kërcen
jihad,e. luftë e shenjtë fetare
jill,vajzë e re
jills,vajzat e reja
jilt,refuzoj
jittery,nervoz
job,punë
jobless,papunësi
jobs,"punët, punërat"
jockeying,"lojrat, manovrat"
jocund,i gëzuar
jog,vrapim i lehtë
jogging,duke vrapuar
join,bashkoj
joinder,"lidhje, bashkim"
joined,bashkuar
joiner,"zdrukthtar, marangos"
joining,duke bashkuar
joins,bashkimet
joint,"bashkim, i bashkuar"
jointed,bashkuar
jointly,në mënyrë të përbashkët
joints,"bashkimet, lidhjet"
joke,shaka
jokes,shakatë
jollity,"gëzim, festë"
jolly,gëzim
jolted,"shkundur, tronditur"
jostled,shtyrë
jot,"shkruaj shpejt,"
journal,"gazetë, revistë, ditar"
journalist,gazetar
journalists,gazetarët
journals,"gazetat, revistat"
journey,udhëtim
journeyed,udhëtuar
journeying,duke udhëtuar
journeys,udhëtimet
jovial,i gëzuar
joy,gëzim
joyful,i lumturuar
joyfully,në mënyrë të lumtur
joyless,pa gëzim
joyous,i gëzuar
joyously,me gëzim
joys,gëzimet
jr,junior=i ri
jubilation,"festim, festë"
jubilee,"jubile, përvjetor, festim"
judge,gjykatës
judged,gjykuar
judgement,gjykim
judgements,gjykimet
judges,"gjykimet, gjykatësit"
judgment,"gjyq, gjykim"
judgments,gjykimet
judicature,administrata gjyqësore
judicial,juridik
judiciary,gjyqësor
judicious,"i duruar, i ndjeshëm"
jug,burgos
july,korrik
jumbled,përzier
jump,kërcim
jumped,hedhur
jumping,duke u hedhur
jumps,hidhet
junction,kryqëzim
jungle,pyll tropikal
junior,"i ri, e re"
juridical,juridik
jurisdiction,jurisdiksion
jurisdictions,jurisdiksionet
jurisprudence,jurisprudenca
jurists,juristët
jurors,juristët
jury,"juri, gjykatë"
just,1. i/e drejtë 2. në këtë moment
justice,drejtësi
justices,drejtësitë
justification,justifikim
justified,justifikuar
justifies,justifikon
justify,justifikoj
juvenile,"i ri, e re"
juveniles,të rinjtë
k,shkronjë e alfabetit anglez
kamarier,waitress
kamariere,wash-basin
keel,bosht
keels,boshtet
keen,apasionuar
keenly,në mënyrë të mprehtë
keenness,mprehtësi
keep,mbaj
keep watch,rri roje; bëj roje
keeper,"roje, ruajtës"
keepers,"rojet, ruajtësit"
keeping,duke mbajtur
keeps,mban
keepsake,"dhuratë, kujtim"
ken,"dije, ndërgjegje, konceptim, njoh, perceptoj"
kennel,kolibe për qentë
kent,"ditur, perceptuar, kuptuar"
kept,mbajtur
kerchief,shami dore
kern,"fshatar, ushtar"
kernel,"farë, thelb, esencë"
kernels,"farat, thelbet, esencat"
kerns,"fshatarët, ushtarët"
ketosis,çrregullim
kettles,ibriqe çaji
key,"kyç, çelës kryesor"
keyboard,tastjera
keyhole,vrima e çelsit
keynote,"toni dominues, pika kryesore"
keys,çelsat
keyword,fjalë të rëndësishme
keywords,fjalët e rëndësishme
kick,shqelmoj
kicked,"shqelmuar, larguar"
kicking,duke shqelmuar
kickoff,"1. shkelmoj, gjuaj, 2. filloj"
kicks,"shqelmon, shqelmat"
kid,"fëmijë, ngacmoj, bëj shaka"
kidnapped,rrëmbyer
kidnapping,"rrëmbim me forcë, marrje peng"
kidney,veshka
kids,fëmijët
kill,f. vras; shkatërroj; neutralizoj; anulloj; ndaloj
killed,vrarë
killer,vrasës
killing,e. vrasje; gjyeti
killings,vrasjet
kills,vret
kiln,"furrë, sobë"
kilo,kilogram
kilometers,kilometra
kin,i/e afërt
kind,lloj
kinder,"i këndshëm, i edukuar, i mirë"
kindergarten,kopësht
kindest,"më i këndshëm, më i mirë"
kindle,"ndez, eksitoj"
kindled,"ndezur, djegur"
kindling,duke ndezur
kindly,në mëmyrë të edukuar
kindness,mirësi
kindnesses,mirësitë
kindred,"të afërmit, kushurinjtë"
kinds,llojet
kinetic,kinetik
king,mbret
kingdom,mbretëri
kingdoms,mbretëritë
kingly,mbretëror
kings,mbretërit
kinship,e. marrëdhënie familjare; lidhje familjare;
kinsman,"kushuri, i afërm"
kinsmen,"kushurinjtë, i afërmmit"
kinswoman,kushurirat
kiosk,kiosk
kiss,"puth, puthje"
kissed,puthur
kisses,puth
kissing,duke puthur
kitchen,kuzhinë
kitchens,kuzhinat
kite,ballonë
kites,ballonat
kith,"miqtë dhe të njohurit, pjesëtarët e familjes, kushurinjtë, komshinjtë"
kitten,kotele
kittens,kotelet
knap,gdhënd (gurët me çekiç)
knapped,gdhendur
knapsack,çantë
knave,mashtrim
knaveries,mashtrimet
knavery,mashtrim
knaves,mashtrimet
knavish,i keq
knead,shtrydh
kneaded,shtrydhur
kneading,duke shtrydhur
knee,gju
kneel,përkul
kneeling,duke u gjunjëzuar
kneels,përkuljet
knees,gjunjët
knelt,gjunjëzohem
knew,dija
knife,thikë
knight,kalorës
knighted,nderuar
knights,kalorësit
knives,thikat
knob,"buton, kapëse"
knobs,"butonat, kapëset"
knock,"trokitje, trokas"
knocked,trokitur
knocker,trokitës
knocking,duke trokitur
knocks,troket
knoll,kodër e vogël
knot,"nyje, lidhje"
knots,"nyje, lidhje"
knotted,"lidhur, komplikuar"
knotty,i komplikuar
know,njoh
know-how,"njohuri teknike, aftësi teknike"
knowable,i njohshëm
knower,njohës
knowing,"duke njohur, duke ditur"
knowingly,në mënyrë të ndërgjegjshme
knowledge,"njohuri, dije"
knowledgeable,"i informuar, inteligjent, i ndërgjegjshëm"
known,njohur
knows,njeh
kohë,time and place
kohë dhe vend,timetable
korean,korean
kullë,tuesday
kurdish,"kurt, i/e kurtëvë"
kurds,kurdët
këmbej,to drink
l,shkronjë e alfabetit anglez
la,notë muzikore
lab,laborator
label,etiketë
labelled,etiketuar
labor,punë
laboratory,laborator
labored,"i vështirë, i detyruar"
laborers,punëtorët
laborious,"i lodhshëm, i vështirë"
laboriously,në mënyrë të lodhshme
labors,"punon, përpiget, punët"
labour,"punë, punoj"
labouring,duke punuar
labours,punon
labyrinth,labirinth
lace,"lidh, lidhëse"
laced,lidhur
laceration,"prerje, plagë"
laces,"lidh, lidhëset"
lack,"mungesë, nevojë"
lacked,munguar
lackey,"shërbëtor, shërbej"
lackeying,duke shërbyer
lackeys,"shërbëtorët, shërben"
lacking,duke munguar
lacks,"mungesat, mungon"
lad,djalosh
ladder,shkallë
ladders,shkallët
lade,ngarkoj
laden,ngarkuar
ladies,zonjat
lading,duke ngarkuar
lads,djemtë
lady,zonjë
ladykin,zonjushe e vogël
lag,"1. ngadalësi, vonesë, 2. kriminel, i burgosur, 3. ndjek me ngadalë"
lagging,"vonesë, duke u vonuar"
laid,shtrirë
lake,liqen
lakes,liqenet
lam,"largim, shpëtim"
lamb,qengj
lambast,"dënoj, godas"
lambkin,qëngj
lambkins,qëngjat
lambs,qëngjat
lame,"çaloj, çalim"
lamed,çaluar
lamely,"çalues, i dobët"
lameness,dobësi
lament,"vajtim, vajtoj"
lamentable,i vajtueshëm
lamentably,në mënyrë të vajtueshme
lamentation,vajtim
lamentations,vajtimet
lamented,vajtuar
lamenting,duke vajtuar
lamentings,vajtimet
laments,vajton
lames,dëmton
laming,duke dëmtuar
lamp,"llambë, dritë"
lamplight,dritë llambe
lamplighter,fener
lamps,dritat
lance,thikë
lanced,shpuar me thikë
lances,shpon me thikë
land,"tokë, vend, arrij"
landed,"zbritur, ulur"
landing,duke ulur
landless,pa tokë
landlord,pronar tokash
landowner,pronar toke
lands,tokat
landscape,"pamje, panoramë"
landscape plan,plani i mirëmbajtjes së ambjentit
lane,"rrugë, korsi"
lanes,"rrugët, korsitë"
language,gjuhë
languages,gjuhët
languid,i dobët
languish,dobësoj; i dobët
languished,dobësuar
languishes,dobësoj;
languishing,duke dobësuar
languor,dobësi
lank,i gjatë e i hollë
lantern,fanar
lanterns,fanarët
lap,prehër
laps,prehërat
lapse,"gabim, bie"
lapsed,"rënë, kaluar"
lapsing,duke rënë
lapsus,gabim
larcenous,i vjedhur
larceny,"vjedhje, robërim"
large,i/e gjërë
largely,në sasi të mëdha
largeness,sasira të mëdha
larger,më e madhe
largess,"kontributë, dhuratë"
largest,me i madhi
lascivious,i papërmbajtur
lash,"goditje, godas"
lashes,"goditjet, godet"
lashing,"duke lidhur, duke goditur"
lass,vajzë e re
lasses,vajza të reja
last,i/e fundit
lasted,vazhdoi
lasting,duke zgjatur
lastly,më në fund
lastname,mbiemër
lasts,të fundit
latch,"bullon, mbyll, bllokoj"
latches,"bullonat, mbyll, bllokon"
late,"1. vonë, 2. i ndjeri"
lately,kohët
lateness,vonesë
latent,"i fshehur, jo aktivë, i fjetur"
later,më vonë; pas
lateral,"anë, anësor"
latest,më i fundit
lath,ristelë
lathe,pres
lathered,lëkurë
laths,"ristela, vesh (me ristela druri etj.)"
latin,latin
latitude,lartësi
latter,i/e fundit
lattice,"gridë, rrjetë"
lattices,mbroj me rrjetë
laud,"admirim, admiroj"
laudable,i admirueshëm
lauded,admiruar
laugh,"qeshje, qesh"
laughable,për të qeshur
laughed,qeshur
laugher,person që qesh
laughing,duke qeshur
laughs,qeshjet
laughter,qeshje
launch,lëshoj
launched,lëshuar
launcher,lëshues
launchers,lëshuesat
launches,lëshon
launching,"duke lëshuar, duke dërguar"
laundering,duke larë rrobat
laundress,personi që lan rrobat
laundry,"larje, rroba për të larë"
laurel,dafinë
laurels,"dafinat, nderimet"
lavaman,lavaman
lavatory,nevojtore
lave,laj
lavish,1. pavlerë 2. i ekzagjeruar
lavishly,në mënyrë të ekzagjeruar
law,ligj
lawful,i ligjshëm
lawfully,në mënyrë të ligjshme
lawgiver,ligjëvënës
lawless,"pa ligje, arankik, i pakufizuar"
lawlessly,në mënyrë ilegale
lawlessness,"ilegalitet, anarki"
lawmakers,ligjëvënësit
lawn,"oborri, kopshti, baçeja"
lawns,oborret
laws,ligjet
lawsuit,akuzë
lawsuits,akuzat
lawyer,"jurist, avokat"
lawyers,"juristët, gjykatësit"
lax,i pasaktë
lay,shtrij
lay off,shkurtoj (numrin e punëtorëve)
layer,"shtresë, nivel"
layers,"shtresat, nivelet"
laying,duke vendosur
layoffs,papunësitë e përkohëshme
layout,skicë
layouts,skicat
lays,shtrihet
lazar,"leper, person i sëmurë me leper"
lazars,persona të sëmurë me leper
laziest,"më me naze, përtesë"
lazily,në mënyrë të ngadaltë
laziness,"ngadalësi, përtesë"
lazy,"i ngadaltë, i përtuar"
lead,"1. udhëheq, 2. plumb(metal)"
leaden,i rëndë
leader,udhëheqës
leaders,udhëheqësit
leadership,udhëheqje
leadership role,rol udhëheqes
leading,duke udhëhequr; duke çuar
leads,"çon, sjell, drejton"
leaf,gjethe
leafless,pa gjethe
leaflets,"traktet, fletushkat"
leafy,me gjethe
league,lidhje
leagued,"shoqëruar, bashkuar"
leaguer,anëtar
leagues,shoqërimet
leak,rrjedhje
leaked,"rrjedhur, shkarë, shpëtuar"
leaky,"që pikon, rrjedhëse"
lean,"mbështes, mbështetem"
leaned,mbështetur
leaner,"i hollë, i varfër"
leaning,"duke anuar, tendencë"
leanness,"hollësi, elegancë"
leans,"mbeshtetet, përkulet"
leant,mbështetur
leap,///
leaped,///
leaping,///
leaps,///
leapt,"kërcyer, hedhur"
lear,///
learn,"mësoj, nxë"
learned,"shkollor, edukativ, i njohur"
learnedly,///
learner,///
learners,///
learning,duke mësuar
learnings,///
learns,///
learnt,mësuar
leas,///
lease,///
leased,///
leases,///
leash,litar
leasing,///
least,së paku
leather,meshin
leathern,///
leave,"lë, largohem"
leaved,///
leaven,///
leavening,///
leavens,///
leaver,///
leaves,lë
leavest,///
leavetaking,///
leaving,duke lënë
leavings,///
lecher,///
lecherous,///
lechers,///
lechery,///
lecon,///
lecture,leksion
lectured,jep leksione
lecturer,lektor
lectures,leksionet
led,udhëheq
leda,///
ledge,anë; gurë; raft
ledgers,///
lee,///
leech,///
leeches,///
leek,///
leeks,///
leer,///
leers,///
lees,///
leese,///
leet,///
leets,///
leeway,hapësirë
lef,///
left,"1. majtas 2. lënë, lënur, ikur"
leftmost,///
leftover,"të mbeturat, të pa përdorurat"
leftwing,majtist
leg,///
legacies,///
legacy,"legjitimitet, treashëgimi"
legal,"legale, ligjore"
legalise,legalizoj
legality,legalitet
legally,"legalisht, ligjërisht"
legamus,///
legate,///
legatee,///
legatine,///
lege,///
legend,legjend
legendary,///
legerity,///
leges,///
legg,///
legged,///
legion,"legjion, të shumta"
legions,///
legis,///
legislating,///
legislation,legjislacion
legislative,///
legislators,legjislatorët
legitimacy,ligjshmëri
legitimate,legjitim
legitimately,///
legitimation,///
legs,///
leibnitz,///
leibnitzian,///
leibnitzio,///
leicester,///
leicestershire,///
leider,///
leiger,///
leigh,///
leisure,"kohë e lirë, pushim, qetësi"
leisurely,në mënyrë të qetë
leisures,///
leman,///
lemon,///
lemons,///
len,///
len1,///
len2,///
lena,///
lend,jap hua
lender,huadhënës( i pasurisë se patundshme)
lenders,///
lendeth,///
lending,duke dhënë mbështetje
lendings,///
lends,///
length,"gjatësi, distancë"
lengthen,///
lengthened,///
lengthening,///
lengthens,///
lengths,///
lengthways,///
lengthy,i/e gjatë
leniently,///
lenity,///
lennox,///
lens,lentet
lenses,lentet
lenslength,///
lent,///
lenten,///
lentils,///
lentus,///
lenz,///
leonardo,///
leonati,///
leonato,///
leonatus,///
leonine,///
leonitus,///
leontes,///
leopard,///
leopards,///
leper,///
leperous,///
lepidus,///
leprosy,///
lequel,///
les,///
less,më pak
lessen,///
lessened,"zvogëluar, ulur"
lessens,///
lesser,më i vogël
lesson,///
lessons,///
lest,///
lestrale,///
let,"lë, lejoj"
lethal,vdekjeprurëse
lethargied,///
lethargies,///
lethargy,///
lethe,///
lets,///
letter,letër
lettered,///
lettergrade,///
letters,///
letting,"duke lënë, duke lejuar"
lettuce,///
letup,zvogëlim presioni
leucippus,///
leur,///
leve,///
level,nivel
levell,///
levelled,///
levels,nivelet
leven,///
leverage,"levë, nxitje, moment"
levers,levat
leviathan,///
leviathans,///
levied,taksuar
levies,///
levity,///
levy,///
levying,///
lewd,///
lewdly,///
lewdness,///
lewdster,///
lewdsters,///
lewis,///
lex,///
li,///
liabilities,"detyrime financiare, debite"
liability,"detyrim financiar, përgjegjësi, debit"
liable,i përgjegjshëm
liaison,"lidhje, kontakt, flërt"
liaisons,"kantaktet, konspiracionet, flirtet"
liar,gënjeshtar
liars,gënjeshtarët
lib,///
libbard,///
libelling,///
libels,///
liberal,liberal
liberality,///
liberally,///
liberate,çlirim
liberated,çliruar
liberation,çlirim
liberators,çlirimtarët
liberte,///
liberties,liritë
libertine,///
libertines,///
libertinism,///
liberty,liri
liberum,///
libitum,///
libraries,///
library,bibliotekë
lice,///
licence,///
license,liçencë
licensed,autorizuar
licenseserver,///
licensing,///
licentious,///
licentiousness,///
lichas,///
licio,///
lick,///
licked,///
licker,///
licking,///
lictors,///
lid,mbulesë
lidh.,conjunction
lids,///
lie,"1. gënjeshtër 2. shtrihem, pushoj"
lied,///
lief,///
liefest,///
liege,///
liegeman,///
liegemen,///
liegers,///
lien,///
lies,shtrihet
liest,///
lieth,///
lieu,///
lieutenant,///
lieutenantry,///
lieutenants,"zëvëndësues, ndihmës"
lieve,///
life,jetë
lifeless,///
lifelings,///
lifespan,jetëgjatësi
lifestyles,mënyrat e jetesës
lifetime,gjatë jetës
lift,ashensor; ngrej
lifted,"ngritur, hequr"
lifter,///
lifteth,///
lifting,"duke ngritur, duke hequr"
liftoff,lëshim
lifts,ngre
lig,///
ligarius,///
liggens,///
light,1. dritë 2. i/e lehtë
lighted,///
lighten,///
lightened,///
lightens,///
lighter,///
lightest,///
lighteth,///
lighthearted,///
lighthouse,///
lighting,///
lightless,///
lightly,///
lightness,///
lightning,///
lightnings,///
lights,dritat
lii,///
liii,///
like,1. pëlqej 2. ngjaj
likeable,i/e ngjashëm
liked,///
likedst,///
likeliest,///
likelihood,"probabilitet, mundësi"
likelihoods,///
likely,e mundshme
liken,///
likeness,///
liker,///
likes,///
likest,///
likewise,///
liking,"duke pëlqyer, pëlqim"
